Date,Time,Location,Vehicle_Count,Average_Speed,Congestion_Level,Weather
2025-01-26,12:15,Maharajgunj,,40,High,Fog
2025-01-26,11:15,Ratnapark,,56,Low,Cloudy
2025-01-27,10:30,Koteshwor,,54,Low,Cloudy
,13:30,Kalanki,-50,,Medium,
2025-01-26,14:00,Lalitpur,275,150,Low,Fog
2025-01-27,8:00,Baneshwor,910,,Low,Rain
2025-01-27,11:15,Ratnapark,-50,15,Low,
2025-01-27,12:30,Maharajgunj,,150,Low,Cloudy
2025-01-28,10:45,Bhaktapur,,,Low,Rain
2025-01-29,13:00,Chabahil,,,High,Cloudy
2025-01-29,14:45,Bhaktapur,,16,Low,
2025-01-29,15:30,Ratnapark,,150,Low,
2025-01-30,9:45,Koteshwor,-50,,High,Fog
2025-01-30,11:45,Ratnapark,-50,,High,Clear
2025-01-30,12:30,Lalitpur,-50,150,High,Cloudy
2025-01-30,13:45,Kalanki,-50,,Low,Rain
2025-01-29,9:00,Baneshwor,647,150,Medium,Rain
2025-01-31,8:45,Bhaktapur,-50,39,Medium,
2025-01-31,9:45,Kalanki,,11,Low,Fog
2025-01-31,10:45,Koteshwor,-50,21,Low,
2025-01-31,12:30,Bhaktapur,-50,,High,
2025-01-30,15:00,Maharajgunj,-50,,High,Clear
2025-01-31,14:30,Baneshwor,,,Medium,Rain
,15:30,Maharajgunj,-50,150,High,
2025-02-01,8:00,Chabahil,-50,,Low,
2025-01-31,11:15,Maharajgunj,,150,Low,
2025-02-01,12:45,Ratnapark,173,57,High,Fog
2025-02-01,11:45,Bhaktapur,,9,Medium,Cloudy
2025-01-29,8:30,Kalanki,500,14,Low,Fog
2025-01-31,13:00,Chabahil,,,Medium,Clear
2025-01-28,13:30,Kalanki,,,Low,Fog
2025-01-28,14:00,Koteshwor,,43,Medium,
2025-01-28,8:45,Kalanki,280,,Medium,Clear
2025-01-27,14:45,Lalitpur,,150,Low,Cloudy
2025-02-01,14:15,Maharajgunj,-50,150,Medium,
2025-01-29,12:00,Koteshwor,-50,45,High,Cloudy
2025-02-02,8:45,Ratnapark,767,18,High,Clear
2025-02-02,10:00,Bhaktapur,-50,150,Medium,
2025-01-28,9:30,Koteshwor,,150,Low,Rain
2025-02-02,15:15,Ratnapark,,150,High,Rain
2025-02-03,11:45,Ratnapark,,150,Medium,Rain
,12:15,Baneshwor,293,150,High,Cloudy
2025-02-03,13:15,Lalitpur,-50,,High,Rain
2025-02-04,8:45,Maharajgunj,-50,150,Medium,Fog
2025-02-04,9:45,Ratnapark,973,4,Medium,
2025-01-29,11:00,Ratnapark,624,,High,
2025-02-04,10:00,Kalanki,,,Medium,Clear
2025-02-04,11:45,Maharajgunj,-50,,Low,
2025-02-04,12:00,Chabahil,101,150,Low,Cloudy
2025-02-04,15:45,Chabahil,938,8,Medium,Rain
2025-02-05,8:00,Bhaktapur,-50,,High,Rain
2025-02-05,9:30,Maharajgunj,112,18,Medium,Clear
2025-02-05,12:45,Ratnapark,-50,,High,Clear
2025-02-05,13:45,Ratnapark,-50,,High,Fog
2025-02-05,14:00,Lalitpur,,28,Medium,Clear
2025-02-05,15:45,Chabahil,,9,Medium,
2025-02-06,9:00,Lalitpur,,,Low,
2025-02-06,13:00,Ratnapark,104,32,High,Rain
2025-02-06,14:45,Ratnapark,451,,Medium,Clear
2025-02-06,15:15,Chabahil,,,Low,
2025-02-07,8:30,Lalitpur,-50,15,Low,Cloudy
2025-02-07,11:00,Lalitpur,,,Low,Clear
2025-02-07,15:00,Lalitpur,,50,Medium,
2025-02-07,13:45,Kalanki,,3,High,
2025-02-07,14:00,Ratnapark,-50,150,High,Clear
2025-02-07,10:15,Bhaktapur,,150,Medium,Cloudy
,15:45,Baneshwor,713,43,Low,
2025-02-08,12:45,Koteshwor,852,,High,Cloudy
2025-02-08,8:30,Ratnapark,-50,150,Medium,
2025-02-08,9:15,Lalitpur,955,150,Low,Cloudy
2025-02-09,9:30,Ratnapark,-50,,Medium,Rain
2025-02-09,11:00,Bhaktapur,,,Low,Clear
2025-02-10,8:00,Kalanki,298,150,Medium,
2025-02-09,12:30,Koteshwor,-50,150,Medium,Cloudy
2025-02-09,14:15,Chabahil,700,150,Medium,Clear
2025-02-09,15:00,Maharajgunj,-50,4,Medium,Cloudy
2025-02-10,9:00,Baneshwor,,32,High,
2025-02-10,10:00,Chabahil,185,52,High,
,8:15,Maharajgunj,-50,150,Medium,Cloudy
2025-02-11,9:30,Ratnapark,-50,150,Medium,Clear
2025-02-11,10:45,Kalanki,306,39,Low,
2025-02-11,12:45,Lalitpur,,40,Medium,Clear
2025-02-11,13:15,Baneshwor,581,150,High,
2025-02-11,15:00,Koteshwor,,,High,Clear
2025-02-12,8:45,Bhaktapur,,150,Low,
2025-02-12,11:15,Chabahil,466,150,Medium,Clear
2025-02-12,9:30,Baneshwor,,150,Medium,Fog
2025-02-12,15:00,Lalitpur,,150,Medium,
,10:45,Chabahil,-50,,High,Clear
2025-02-13,10:00,Bhaktapur,967,150,High,Cloudy
2025-02-12,12:45,Ratnapark,799,41,Low,
2025-02-12,13:00,Baneshwor,-50,,Medium,Clear
2025-02-08,11:45,Maharajgunj,823,,Low,Rain
2025-02-13,8:00,Chabahil,,51,High,Clear
2025-02-13,9:00,Kalanki,,41,Low,
2025-02-13,12:30,Baneshwor,,150,Medium,Rain
2025-02-14,8:30,Maharajgunj,471,,Low,
2025-02-14,13:00,Koteshwor,222,150,High,Rain
2025-02-13,11:00,Maharajgunj,-50,27,High,Clear
2025-02-15,11:30,Bhaktapur,,,Medium,Clear
2025-02-15,12:00,Baneshwor,-50,,Medium,Clear
2025-02-15,15:15,Baneshwor,659,,Low,
,12:00,Ratnapark,324,150,Low,Cloudy
2025-02-16,13:30,Ratnapark,-50,2,Medium,Rain
2025-02-16,11:15,Ratnapark,,150,High,
2025-02-17,12:45,Ratnapark,,150,High,Cloudy
2025-02-17,11:15,Bhaktapur,796,150,Medium,
2025-02-18,10:00,Koteshwor,,150,Low,Rain
2025-02-18,8:45,Kalanki,,,Low,Cloudy
2025-02-18,9:30,Bhaktapur,,6,High,
2025-02-18,11:45,Ratnapark,582,150,High,Clear
2025-02-18,12:45,Baneshwor,,150,High,Rain
2025-02-18,14:00,Koteshwor,,49,Low,Clear
2025-02-19,8:00,Ratnapark,-50,150,Low,Clear
2025-02-19,10:00,Koteshwor,732,51,Low,Cloudy
2025-02-19,11:30,Ratnapark,-50,,Low,
2025-02-19,14:45,Baneshwor,893,60,Medium,Clear
2025-02-19,13:30,Bhaktapur,,150,High,Rain
2025-02-20,9:30,Bhaktapur,-50,7,High,Rain
2025-02-20,10:45,Lalitpur,-50,150,Medium,
2025-02-20,13:00,Chabahil,300,,Low,Cloudy
2025-02-20,11:30,Baneshwor,286,52,Low,Cloudy
2025-02-20,15:00,Kalanki,,,High,
2025-02-21,8:00,Kalanki,,,Medium,
2025-02-21,12:15,Chabahil,101,150,High,Fog
2025-02-21,13:00,Koteshwor,352,150,Medium,Rain
2025-02-21,10:30,Baneshwor,-50,35,High,Cloudy
2025-02-21,15:45,Ratnapark,-50,,Low,Fog
2025-02-22,8:15,Ratnapark,-50,150,Medium,Cloudy
2025-02-22,9:45,Bhaktapur,-50,8,Medium,Rain
2025-02-22,10:15,Chabahil,820,,High,Fog
2025-02-22,12:30,Chabahil,-50,150,High,
2025-02-22,13:30,Ratnapark,-50,150,Low,
2025-02-22,15:00,Lalitpur,-50,150,High,Fog
2025-02-23,10:00,Maharajgunj,-50,5,Medium,Clear
2025-02-23,12:30,Kalanki,363,,Low,
2025-02-23,13:30,Maharajgunj,,23,Medium,Fog
2025-02-23,14:45,Lalitpur,,,Low,Rain
2025-02-23,15:30,Chabahil,,150,High,Cloudy
2025-02-24,10:30,Maharajgunj,,,Medium,
2025-02-24,12:00,Koteshwor,,,Medium,
2025-02-24,13:15,Chabahil,262,150,Medium,Cloudy
,9:30,Lalitpur,,150,High,
2025-02-24,14:00,Lalitpur,,150,Low,Rain
2025-02-25,8:45,Kalanki,593,13,High,Fog
,11:30,Ratnapark,,60,Low,
2025-02-25,9:00,Baneshwor,388,,High,Cloudy
2025-02-25,13:15,Lalitpur,497,150,Low,Fog
2025-02-25,14:30,Bhaktapur,771,150,Low,
2025-02-25,15:45,Chabahil,318,39,Medium,
2025-02-26,9:45,Koteshwor,769,150,Medium,Rain
2025-02-26,10:45,Lalitpur,327,29,Low,Cloudy
2025-02-26,11:15,Koteshwor,-50,16,High,Clear
2025-02-26,12:45,Bhaktapur,,,Low,Clear
2025-02-26,13:15,Baneshwor,,150,Medium,Cloudy
,10:30,Koteshwor,702,54,Medium,Clear
2025-02-27,11:45,Kalanki,-50,,Low,
2025-02-27,13:00,Lalitpur,-50,,Low,Fog
2025-02-26,8:30,Chabahil,993,,Low,
2025-02-28,8:15,Baneshwor,561,,High,Fog
2025-02-28,11:30,Baneshwor,988,49,Low,
2025-02-28,12:30,Maharajgunj,910,150,High,Cloudy
2025-02-28,13:30,Chabahil,231,150,Low,Fog
2025-02-28,15:30,Bhaktapur,783,46,Medium,Cloudy
2025-03-01,8:15,Lalitpur,-50,150,Medium,Clear
2025-03-01,9:00,Baneshwor,,150,High,Fog
2025-02-27,15:30,Chabahil,,,Low,Fog
,9:00,Kalanki,372,,High,Clear
2025-02-28,10:00,Bhaktapur,-50,20,Low,
2025-03-01,11:45,Koteshwor,728,,Medium,
2025-03-01,14:45,Maharajgunj,318,,High,Rain
2025-03-02,9:15,Bhaktapur,,150,Medium,Rain
2025-03-02,10:15,Lalitpur,-50,,Medium,Cloudy
2025-03-02,11:00,Maharajgunj,,11,Low,Cloudy
2025-03-02,14:30,Lalitpur,472,150,Medium,
2025-03-03,8:30,Koteshwor,,150,High,
2025-03-03,11:45,Bhaktapur,344,32,Low,Fog
2025-03-03,9:15,Maharajgunj,-50,,Low,Fog
2025-03-03,12:15,Baneshwor,501,150,Medium,Rain
2025-03-03,13:45,Ratnapark,-50,10,High,
2025-03-03,14:00,Maharajgunj,-50,,High,
2025-03-04,8:15,Lalitpur,355,150,High,Cloudy
2025-03-04,10:00,Chabahil,-50,43,Low,Clear
2025-03-04,11:15,Lalitpur,,,Medium,Rain
2025-03-03,15:00,Ratnapark,-50,,Medium,Clear
2025-03-04,15:30,Koteshwor,-50,8,High,
2025-03-05,8:30,Bhaktapur,,150,Medium,Fog
2025-03-04,14:00,Chabahil,902,,High,
2025-03-05,10:00,Ratnapark,831,60,Medium,Cloudy
2025-03-05,11:30,Kalanki,787,34,Low,Cloudy
2025-03-05,15:45,Ratnapark,638,,Low,Rain
2025-03-06,9:45,Koteshwor,-50,26,High,Clear
2025-03-04,13:00,Ratnapark,-50,5,High,Clear
2025-03-06,11:30,Lalitpur,,150,Medium,Cloudy
2025-03-06,13:30,Koteshwor,,53,Low,Cloudy
,12:00,Ratnapark,,36,Low,Rain
2025-03-06,14:45,Koteshwor,,35,High,Cloudy
2025-03-07,8:45,Bhaktapur,818,24,High,Rain
2025-03-07,12:30,Lalitpur,746,18,Low,Rain
2025-03-07,11:45,Ratnapark,-50,,High,
2025-03-07,14:30,Lalitpur,,13,Low,
2025-03-07,13:00,Chabahil,-50,34,Low,Rain
2025-03-07,10:00,Koteshwor,,3,High,
2025-03-07,15:45,Bhaktapur,-50,44,Low,Fog
2025-03-08,9:15,Bhaktapur,,13,Medium,Clear
2025-03-08,10:45,Chabahil,-50,28,High,
2025-03-08,12:45,Baneshwor,559,45,Medium,
2025-03-08,14:30,Kalanki,-50,,Medium,Clear
2025-03-09,8:15,Chabahil,329,39,High,
2025-03-09,9:45,Maharajgunj,,18,Low,
2025-03-09,10:15,Koteshwor,751,,Medium,Fog
2025-03-09,11:00,Baneshwor,,51,Low,
2025-03-08,13:30,Lalitpur,385,150,Low,Clear
2025-03-10,8:45,Maharajgunj,527,30,Low,Fog
2025-03-10,9:00,Lalitpur,-50,150,Low,
2025-03-09,14:30,Ratnapark,-50,,Low,Rain
2025-03-10,12:30,Koteshwor,736,53,High,Clear
2025-03-10,13:30,Koteshwor,,57,High,
2025-03-10,14:00,Baneshwor,,150,High,Rain
2025-03-11,8:15,Bhaktapur,970,44,Medium,
2025-03-11,12:00,Kalanki,477,,Low,Rain
2025-03-11,14:15,Bhaktapur,,,Medium,Clear
2025-03-11,15:45,Lalitpur,-50,150,Low,Fog
2025-03-11,9:15,Baneshwor,-50,53,Medium,
2025-03-12,9:30,Baneshwor,,,Low,Cloudy
2025-03-13,9:45,Baneshwor,307,22,Medium,Clear
2025-03-12,14:45,Baneshwor,,,Low,
2025-03-14,14:15,Chabahil,,46,High,Rain
2025-03-15,8:00,Chabahil,,,Low,
2025-03-15,9:15,Ratnapark,885,13,Low,
2025-03-15,10:15,Maharajgunj,,12,High,
2025-03-15,12:45,Chabahil,-50,,Medium,Fog
2025-03-15,13:00,Kalanki,,,Low,Cloudy
2025-03-13,15:45,Bhaktapur,,150,Low,
2025-03-13,12:15,Ratnapark,188,,Low,Cloudy
2025-03-13,13:30,Kalanki,,41,Low,Cloudy
2025-03-13,14:00,Lalitpur,294,36,Low,Rain
2025-03-14,11:15,Chabahil,-50,150,Low,
2025-03-14,12:30,Koteshwor,,150,High,Fog
2025-03-14,13:45,Koteshwor,-50,,Low,Fog
2025-03-14,8:45,Maharajgunj,,,High,Clear
2025-03-15,14:00,Chabahil,879,,Medium,
2025-03-12,11:45,Koteshwor,298,150,Low,
2025-03-13,10:00,Ratnapark,-50,21,Medium,Fog
2025-03-15,15:00,Baneshwor,-50,150,Low,
2025-03-16,8:45,Koteshwor,,59,Low,
2025-03-16,11:15,Lalitpur,679,40,High,
2025-03-16,12:00,Baneshwor,114,23,Medium,
2025-03-17,9:45,Chabahil,662,,Low,Clear
2025-03-17,10:30,Bhaktapur,,,Low,
2025-03-16,15:00,Maharajgunj,187,150,High,Rain
2025-03-17,11:00,Ratnapark,393,150,Low,Rain
2025-03-17,13:15,Maharajgunj,,42,Low,
2025-03-17,14:30,Maharajgunj,,,Medium,
2025-03-18,9:15,Ratnapark,644,150,High,
2025-03-18,10:00,Ratnapark,426,150,Medium,Cloudy
2025-03-18,12:15,Kalanki,,150,Low,
2025-03-17,15:00,Maharajgunj,-50,,High,
2025-03-18,15:00,Kalanki,530,22,Low,Rain
2025-03-19,8:00,Bhaktapur,-50,150,High,Cloudy
2025-03-19,9:30,Lalitpur,-50,150,High,
2025-03-19,10:15,Baneshwor,-50,,Medium,Fog
2025-03-19,13:00,Kalanki,,9,High,
2025-03-19,14:30,Baneshwor,,,Medium,
2025-03-20,9:15,Bhaktapur,-50,150,Low,Rain
2025-03-20,10:45,Koteshwor,619,,High,Rain
2025-03-20,12:30,Lalitpur,-50,,High,Cloudy
2025-03-20,13:30,Kalanki,817,,Medium,Clear
2025-03-21,9:15,Baneshwor,407,59,Medium,
2025-03-21,12:00,Chabahil,-50,17,High,Rain
2025-03-21,15:45,Kalanki,914,39,High,
2025-03-22,8:30,Ratnapark,170,,High,
,9:00,Lalitpur,,,Medium,Clear
2025-03-20,15:15,Ratnapark,-50,,Medium,
2025-03-22,10:00,Kalanki,894,,Medium,Cloudy
2025-03-22,12:45,Chabahil,359,150,High,Rain
2025-03-22,13:15,Lalitpur,-50,2,Medium,Rain
2025-03-22,14:30,Koteshwor,,,High,
2025-03-23,8:45,Ratnapark,-50,150,Medium,Cloudy
,9:15,Baneshwor,-50,150,Medium,Clear
2025-03-23,12:15,Ratnapark,104,,High,Fog
2025-03-23,13:00,Ratnapark,,48,High,
2025-03-23,15:00,Lalitpur,,150,Low,Cloudy
2025-03-24,10:00,Bhaktapur,-50,150,Low,Clear
2025-03-24,12:30,Lalitpur,,,Medium,Fog
2025-03-24,13:00,Chabahil,-50,1,Medium,Cloudy
2025-03-25,9:15,Maharajgunj,-50,,High,Cloudy
2025-03-25,10:00,Lalitpur,,51,Medium,Rain
2025-03-24,14:30,Baneshwor,,150,Low,Cloudy
2025-03-24,15:30,Ratnapark,-50,52,Medium,
2025-03-25,12:00,Ratnapark,-50,10,Low,
2025-03-25,13:45,Chabahil,-50,150,Low,
2025-03-25,15:00,Koteshwor,-50,26,High,
2025-03-26,9:15,Kalanki,340,41,Medium,Rain
2025-03-26,10:00,Kalanki,350,150,Medium,Fog
2025-03-26,11:00,Baneshwor,,150,Medium,Rain
2025-03-26,13:45,Ratnapark,245,150,Low,Rain
2025-03-26,14:15,Lalitpur,,,Medium,Rain
2025-03-27,9:30,Bhaktapur,,150,High,Rain
2025-03-27,15:30,Chabahil,-50,150,Medium,Fog
2025-03-27,13:45,Baneshwor,744,,Low,Rain
2025-03-29,8:45,Maharajgunj,,,High,Fog
2025-03-27,12:15,Lalitpur,-50,,High,
2025-03-28,14:45,Baneshwor,148,150,Medium,Fog
2025-03-28,10:30,Chabahil,-50,45,High,
2025-03-28,15:00,Baneshwor,-50,2,Low,Clear
2025-03-28,9:15,Maharajgunj,462,,High,
2025-03-28,12:30,Kalanki,,26,Medium,Cloudy
2025-03-30,8:00,Ratnapark,608,8,High,Fog
2025-03-28,11:15,Baneshwor,,150,Low,Rain
2025-03-29,10:15,Ratnapark,580,150,High,
2025-03-29,11:30,Kalanki,-50,,Low,Cloudy
2025-03-30,14:15,Lalitpur,-50,,Medium,
2025-03-30,10:15,Baneshwor,-50,,Medium,Fog
2025-03-30,13:15,Kalanki,857,150,High,
,11:45,Bhaktapur,,40,Medium,Rain
2025-03-31,9:15,Baneshwor,,,Low,Clear
2025-03-31,8:30,Lalitpur,-50,33,High,
2025-03-29,15:30,Ratnapark,,17,Medium,Clear
2025-03-30,15:00,Chabahil,,150,High,Cloudy
2025-03-31,11:15,Bhaktapur,291,2,High,Cloudy
2025-03-31,13:45,Lalitpur,-50,28,High,Fog
2025-03-31,12:00,Lalitpur,-50,,Medium,Clear
2025-03-31,10:30,Chabahil,-50,,High,Clear
2025-03-31,15:30,Maharajgunj,,150,High,Fog
2025-04-01,12:30,Ratnapark,,150,Medium,Rain
2025-04-01,8:00,Ratnapark,,,High,Rain
2025-04-01,11:45,Bhaktapur,407,150,Medium,Clear
,11:45,Baneshwor,866,,Low,Rain
2025-04-02,13:45,Lalitpur,-50,,Medium,Fog
2025-04-02,14:15,Bhaktapur,-50,150,Low,
2025-04-03,8:15,Kalanki,224,30,Low,Rain
2025-04-02,15:15,Chabahil,,44,High,Cloudy
2025-04-03,10:15,Baneshwor,-50,150,Medium,Fog
2025-04-03,9:30,Maharajgunj,783,50,Medium,Rain
2025-04-03,11:15,Chabahil,539,150,High,Cloudy
2025-04-03,13:15,Bhaktapur,,150,Low,Fog
2025-04-03,14:15,Ratnapark,367,38,Low,
2025-04-03,15:30,Maharajgunj,,,Medium,
2025-04-04,8:30,Baneshwor,344,49,Low,
,9:45,Baneshwor,-50,150,Medium,Clear
,10:00,Baneshwor,,,High,Rain
2025-04-05,8:00,Koteshwor,566,50,Medium,Clear
2025-04-04,11:45,Lalitpur,414,,Low,Rain
2025-04-05,9:15,Koteshwor,-50,,High,Cloudy
2025-04-05,11:00,Ratnapark,-50,,Low,Cloudy
2025-04-05,13:00,Baneshwor,,150,High,Cloudy
2025-04-06,8:00,Kalanki,,,Low,Cloudy
2025-04-06,9:15,Maharajgunj,,55,High,
2025-04-06,11:30,Lalitpur,862,,Medium,
2025-04-04,15:15,Baneshwor,,17,Medium,
,12:15,Maharajgunj,622,4,Medium,Cloudy
2025-04-06,15:00,Kalanki,,,Medium,
2025-04-07,8:00,Koteshwor,-50,7,Medium,Fog
2025-04-06,14:00,Chabahil,-50,150,Low,
2025-04-07,10:30,Maharajgunj,-50,27,Medium,Cloudy
,11:30,Maharajgunj,,150,Low,Rain
2025-04-07,12:00,Baneshwor,538,150,Medium,Fog
,13:15,Lalitpur,192,59,Low,Clear
2025-04-07,15:30,Maharajgunj,841,,Low,Cloudy
2025-04-08,8:45,Baneshwor,,13,Medium,Clear
2025-04-08,9:00,Koteshwor,195,50,Low,Fog
2025-04-08,11:15,Chabahil,467,150,Medium,Cloudy
2025-04-08,12:45,Koteshwor,804,,High,Clear
2025-04-08,10:15,Koteshwor,-50,,Medium,
2025-04-08,14:00,Ratnapark,452,41,Low,
2025-04-08,15:00,Lalitpur,-50,,Medium,Clear
2025-04-09,9:15,Baneshwor,460,150,Medium,
2025-04-09,11:30,Kalanki,276,150,Medium,Fog
2025-04-08,13:45,Baneshwor,,,High,Cloudy
2025-04-09,13:45,Ratnapark,,,High,Rain
2025-04-09,14:45,Baneshwor,,150,Low,Rain
2025-04-09,15:15,Chabahil,,36,Low,
2025-04-10,11:45,Chabahil,-50,19,Low,Clear
2025-04-10,12:00,Lalitpur,-50,150,High,Rain
