Date,Time,Location,Vehicle_Count,Average_Speed,Congestion_Level,Weather
2025-01-10,11:15,Koteshwor,282,4,High,Rain
2025-01-10,13:15,Maharajgunj,487,35,Medium,Rain
2025-01-10,14:30,Maharajgunj,351,36,Low,Rain
2025-01-10,15:15,Koteshwor,50,35,High,Fog
2025-01-11,8:45,Bhaktapur,555,35,Medium,Fog
2025-01-11,9:30,Chabahil,100,55,Medium,Clear
2025-01-11,12:45,Chabahil,190,35,Medium,Fog
2025-01-11,13:45,Bhaktapur,100,19,Medium,Fog
2025-01-11,11:30,Kalanki,784,35,Low,Cloudy
2025-01-12,8:30,Maharajgunj,50,35,Low,Fog
2025-01-11,15:15,Koteshwor,100,35,Low,Cloudy
2025-01-12,9:15,Kalanki,378,35,Medium,Cloudy
2025-01-12,10:15,Ratnapark,50,35,High,Cloudy
2025-01-11,10:00,Baneshwor,50,35,High,Cloudy
2025-01-12,11:15,Kalanki,50,35,High,Cloudy
2025-01-12,12:00,Kalanki,100,35,High,Cloudy
2025-01-12,13:45,Maharajgunj,50,35,High,Clear
2025-01-12,14:00,Chabahil,686,37,Low,Rain
2025-01-12,15:00,Kalanki,50,35,High,Rain
2025-01-13,9:00,Koteshwor,934,35,High,Rain
2025-01-13,8:30,Baneshwor,50,35,Medium,Rain
2025-01-13,10:00,Baneshwor,768,60,Medium,Rain
2025-01-13,11:30,Ratnapark,50,30,High,Rain
2025-01-13,12:45,Bhaktapur,642,58,High,Cloudy
2025-01-13,14:45,Chabahil,50,35,Medium,Cloudy
2025-01-15,14:30,Chabahil,100,35,Medium,Cloudy
2025-01-15,15:30,Ratnapark,100,35,Low,Cloudy
2025-01-16,8:15,Ratnapark,100,35,High,Rain
2025-01-10,12:30,Maharajgunj,798,42,High,Rain
2025-01-16,10:15,Maharajgunj,50,35,Medium,Rain
2025-01-16,11:15,Maharajgunj,815,35,Low,Rain
2025-01-16,12:15,Kalanki,100,35,Low,Rain
2025-01-16,13:15,Baneshwor,100,35,High,Rain
2025-01-16,9:45,Ratnapark,100,8,High,Clear
2025-01-16,14:15,Chabahil,100,35,Low,Rain
2025-01-16,15:15,Chabahil,50,35,Low,Rain
2025-01-14,14:15,Kalanki,852,18,High,Rain
2025-01-15,9:45,Kalanki,50,52,Low,Clear
2025-01-14,15:15,Bhaktapur,50,53,High,Rain
2025-01-15,8:30,Koteshwor,969,16,Medium,Rain
2025-01-15,12:30,Chabahil,229,35,Medium,Rain
2025-01-15,11:45,Bhaktapur,193,35,High,Clear
2025-01-15,10:45,Chabahil,50,35,High,Rain
2025-01-14,11:00,Chabahil,112,35,High,Rain
2025-01-14,9:30,Ratnapark,50,40,High,Fog
2025-01-14,10:15,Chabahil,100,35,High,Fog
2025-01-14,8:30,Maharajgunj,100,21,Low,Fog
2025-01-14,12:30,Baneshwor,395,24,Low,Clear
2025-01-14,13:15,Bhaktapur,958,32,Low,Clear
2025-01-17,8:45,Baneshwor,100,50,Low,Cloudy
2025-01-15,13:00,Bhaktapur,926,35,Low,Rain
2025-01-17,11:30,Baneshwor,365,35,Low,Cloudy
2025-01-17,9:00,Maharajgunj,100,7,Low,Cloudy
2025-01-17,15:45,Kalanki,402,35,High,Clear
2025-01-17,10:30,Baneshwor,610,35,High,Clear
2025-01-17,12:30,Baneshwor,346,60,High,Rain
2025-01-18,10:30,Ratnapark,50,35,High,Clear
2025-01-17,13:15,Chabahil,100,35,High,Fog
2025-01-18,8:45,Kalanki,50,35,Medium,Rain
2025-01-17,14:00,Koteshwor,100,35,Low,Clear
2025-01-18,9:45,Baneshwor,50,43,Low,Cloudy
2025-01-18,11:45,Baneshwor,679,48,High,Cloudy
2025-01-19,10:00,Ratnapark,50,35,Medium,Clear
2025-01-18,14:45,Ratnapark,100,35,Medium,Cloudy
2025-01-18,15:30,Maharajgunj,370,35,Medium,Cloudy
2025-01-19,8:15,Ratnapark,360,35,High,Cloudy
2025-01-19,9:30,Lalitpur,100,35,High,Cloudy
2025-01-20,8:15,Bhaktapur,528,35,Low,Cloudy
2025-01-20,11:15,Ratnapark,50,35,Low,Rain
2025-01-18,13:30,Lalitpur,100,5,Low,Cloudy
2025-01-20,9:30,Baneshwor,762,7,Low,Cloudy
2025-01-20,10:00,Baneshwor,100,43,Low,Cloudy
2025-01-19,11:00,Baneshwor,457,35,Low,Clear
2025-01-19,13:00,Kalanki,50,1,Low,Clear
2025-01-20,15:45,Bhaktapur,707,35,High,Fog
2025-01-19,14:30,Koteshwor,100,35,Medium,Fog
2025-01-20,12:45,Ratnapark,50,35,Low,Cloudy
2025-01-19,15:00,Koteshwor,100,35,Medium,Fog
2025-01-20,13:00,Chabahil,50,35,High,Rain
2025-01-20,14:45,Maharajgunj,100,58,Medium,Rain
2025-01-21,10:30,Maharajgunj,651,35,Medium,Cloudy
2025-01-21,11:00,Maharajgunj,100,35,Low,Clear
2025-01-21,8:45,Bhaktapur,100,35,High,Fog
2025-01-21,9:45,Chabahil,50,35,Low,Rain
2025-01-21,12:00,Lalitpur,104,22,Low,Rain
2025-01-21,14:30,Chabahil,100,35,Medium,Clear
2025-01-21,13:00,Chabahil,100,35,Medium,Cloudy
2025-01-19,12:00,Kalanki,100,35,Medium,Cloudy
2025-01-22,11:30,Chabahil,100,35,High,Cloudy
2025-01-22,8:15,Chabahil,658,49,Low,Cloudy
2025-01-22,13:15,Chabahil,100,7,Low,Clear
2025-01-21,15:30,Kalanki,250,35,Low,Clear
2025-01-22,9:30,Baneshwor,100,35,Low,Clear
2025-01-23,8:00,Bhaktapur,50,35,Medium,Rain
2025-01-22,12:30,Kalanki,100,35,Medium,Rain
2025-01-22,10:00,Maharajgunj,841,35,Medium,Cloudy
2025-01-22,15:45,Koteshwor,100,35,Medium,Cloudy
2025-01-23,10:15,Bhaktapur,50,35,High,Cloudy
2025-01-23,11:00,Lalitpur,50,35,High,Cloudy
2025-01-23,9:15,Koteshwor,191,35,High,Clear
2025-01-23,13:15,Kalanki,100,56,Medium,Clear
2025-01-18,12:45,Bhaktapur,100,35,Low,Clear
2025-01-23,14:15,Lalitpur,100,35,High,Clear
2025-01-23,15:30,Lalitpur,824,4,High,Fog
2025-01-24,8:15,Lalitpur,940,35,High,Fog
2025-01-23,12:45,Lalitpur,50,35,Medium,Fog
2025-01-24,9:15,Maharajgunj,100,35,High,Fog
2025-01-24,11:15,Baneshwor,100,35,High,Clear
2025-01-24,10:00,Chabahil,857,54,Low,Clear
2025-01-24,13:15,Maharajgunj,100,4,Medium,Rain
2025-01-24,12:45,Ratnapark,50,35,High,Rain
2025-01-25,9:00,Kalanki,938,35,High,Rain
2025-01-24,14:45,Koteshwor,100,51,Low,Rain
2025-01-24,15:45,Koteshwor,574,35,Low,Rain
2025-01-25,8:30,Lalitpur,774,35,Low,Rain
2025-01-25,14:15,Lalitpur,135,31,High,Clear
2025-01-25,10:00,Ratnapark,100,7,High,Clear
2025-01-25,11:15,Ratnapark,330,19,High,Cloudy
2025-01-25,12:30,Maharajgunj,50,35,Medium,Fog
2025-01-25,13:00,Chabahil,100,20,High,Cloudy
2025-01-26,10:45,Chabahil,674,35,High,Clear
2025-01-25,15:30,Bhaktapur,675,35,Low,Fog
2025-01-26,8:30,Ratnapark,100,35,Low,Fog
2025-01-26,9:30,Chabahil,100,5,Low,Rain
2025-01-26,12:15,Maharajgunj,100,40,High,Fog
2025-01-26,11:15,Ratnapark,100,56,Low,Cloudy
2025-01-27,10:30,Koteshwor,100,54,Low,Cloudy
2025-01-26,14:00,Lalitpur,275,35,Low,Fog
2025-01-26,15:30,Koteshwor,619,35,Low,Rain
2025-01-27,8:00,Baneshwor,910,35,Low,Rain
2025-01-27,9:30,Baneshwor,50,35,Medium,Rain
2025-01-27,11:15,Ratnapark,50,15,Low,Rain
2025-01-27,12:30,Maharajgunj,100,35,Low,Cloudy
2025-01-28,15:45,Ratnapark,135,35,Low,Cloudy
2025-01-28,10:45,Bhaktapur,100,35,Low,Rain
2025-01-29,13:00,Chabahil,100,35,High,Cloudy
2025-01-29,14:45,Bhaktapur,100,16,Low,Cloudy
2025-01-30,8:15,Bhaktapur,50,35,Low,Cloudy
2025-01-29,15:30,Ratnapark,100,35,Low,Cloudy
2025-01-30,9:45,Koteshwor,50,35,High,Fog
2025-01-30,10:15,Koteshwor,100,35,High,Cloudy
2025-01-30,11:45,Ratnapark,50,35,High,Clear
2025-01-30,12:30,Lalitpur,50,35,High,Cloudy
2025-01-30,13:45,Kalanki,50,35,Low,Rain
2025-01-29,9:00,Baneshwor,647,35,Medium,Rain
2025-01-31,8:45,Bhaktapur,50,39,Medium,Rain
2025-01-30,14:30,Bhaktapur,100,35,Low,Fog
2025-01-31,9:45,Kalanki,100,11,Low,Fog
2025-01-31,10:45,Koteshwor,50,21,Low,Fog
2025-01-31,12:30,Bhaktapur,50,35,High,Fog
2025-01-30,15:00,Maharajgunj,50,35,High,Clear
2025-01-31,14:30,Baneshwor,100,35,Medium,Rain
2025-02-01,8:00,Chabahil,50,35,Low,Rain
2025-02-01,9:45,Ratnapark,220,35,Low,Cloudy
2025-01-31,11:15,Maharajgunj,100,35,Low,Cloudy
2025-02-01,10:00,Maharajgunj,100,52,High,Fog
2025-02-01,12:45,Ratnapark,173,57,High,Fog
2025-02-01,11:45,Bhaktapur,100,9,Medium,Cloudy
2025-02-01,13:45,Lalitpur,100,40,Low,Clear
2025-01-29,8:30,Kalanki,500,14,Low,Fog
2025-01-28,12:15,Kalanki,50,35,Low,Fog
2025-01-31,13:00,Chabahil,100,35,Medium,Clear
2025-01-28,11:30,Koteshwor,360,50,Low,Clear
2025-01-28,13:30,Kalanki,100,35,Low,Fog
2025-01-28,14:00,Koteshwor,100,43,Medium,Fog
2025-01-27,15:45,Lalitpur,50,35,Medium,Fog
2025-01-28,8:45,Kalanki,280,35,Medium,Clear
2025-01-27,14:45,Lalitpur,100,35,Low,Cloudy
2025-02-01,14:15,Maharajgunj,50,35,Medium,Cloudy
2025-01-29,12:00,Koteshwor,50,45,High,Cloudy
2025-01-29,10:30,Koteshwor,50,35,Medium,Fog
2025-02-02,8:45,Ratnapark,767,18,High,Clear
2025-02-02,10:00,Bhaktapur,50,35,Medium,Clear
2025-02-02,9:45,Chabahil,50,35,Low,Fog
2025-01-28,9:30,Koteshwor,100,35,Low,Rain
2025-02-02,12:15,Koteshwor,50,35,Medium,Clear
2025-02-02,11:00,Koteshwor,809,51,High,Cloudy
2025-02-02,13:00,Chabahil,50,59,High,Cloudy
2025-02-02,14:15,Chabahil,100,35,High,Cloudy
2025-02-02,15:15,Ratnapark,100,35,High,Rain
2025-01-27,13:15,Bhaktapur,100,21,High,Fog
2025-02-01,15:00,Koteshwor,100,35,High,Clear
2025-02-03,9:45,Koteshwor,100,35,High,Clear
2025-02-03,10:15,Koteshwor,100,35,Medium,Rain
2025-02-03,11:45,Ratnapark,100,35,Medium,Rain
2025-02-03,13:15,Lalitpur,50,35,High,Rain
2025-02-03,8:30,Lalitpur,50,35,Medium,Clear
2025-02-03,14:15,Ratnapark,50,35,Medium,Clear
2025-02-03,15:00,Ratnapark,100,35,Medium,Cloudy
2025-02-04,8:45,Maharajgunj,50,35,Medium,Fog
2025-02-04,9:45,Ratnapark,973,4,Medium,Fog
2025-01-29,11:00,Ratnapark,624,35,High,Fog
2025-02-04,10:00,Kalanki,100,35,Medium,Clear
2025-02-04,11:45,Maharajgunj,50,35,Low,Clear
2025-02-04,12:00,Chabahil,101,35,Low,Cloudy
2025-02-04,13:45,Chabahil,854,35,Medium,Clear
2025-02-04,14:15,Maharajgunj,100,35,Medium,Clear
2025-02-04,15:45,Chabahil,938,8,Medium,Rain
2025-02-05,8:00,Bhaktapur,50,35,High,Rain
2025-02-05,9:30,Maharajgunj,112,18,Medium,Clear
2025-02-05,11:30,Koteshwor,283,35,High,Clear
2025-02-05,12:45,Ratnapark,50,35,High,Clear
2025-02-05,10:15,Koteshwor,50,43,High,Clear
2025-02-05,13:45,Ratnapark,50,35,High,Fog
2025-02-05,14:00,Lalitpur,100,28,Medium,Clear
2025-02-05,15:45,Chabahil,100,9,Medium,Clear
2025-02-06,8:30,Chabahil,50,35,Low,Rain
2025-02-06,9:00,Lalitpur,100,35,Low,Rain
2025-02-06,11:45,Lalitpur,50,16,Low,Rain
2025-02-06,10:30,Koteshwor,196,35,High,Rain
2025-02-06,12:30,Koteshwor,809,40,High,Clear
2025-02-06,13:00,Ratnapark,104,32,High,Rain
2025-02-06,14:45,Ratnapark,451,35,Medium,Clear
2025-02-06,15:15,Chabahil,100,35,Low,Clear
2025-02-07,8:30,Lalitpur,50,15,Low,Cloudy
2025-02-07,9:15,Chabahil,100,35,High,Cloudy
2025-02-07,12:30,Chabahil,50,35,High,Fog
2025-02-07,11:00,Lalitpur,100,35,Low,Clear
2025-02-07,15:00,Lalitpur,100,50,Medium,Clear
2025-02-07,13:45,Kalanki,100,3,High,Clear
2025-02-07,14:00,Ratnapark,50,35,High,Clear
2025-02-07,10:15,Bhaktapur,100,35,Medium,Cloudy
2025-02-08,12:45,Koteshwor,852,35,High,Cloudy
2025-02-08,13:30,Kalanki,223,9,Medium,Cloudy
2025-02-08,8:30,Ratnapark,50,35,Medium,Cloudy
2025-02-09,10:30,Ratnapark,100,35,High,Clear
2025-02-08,14:30,Ratnapark,100,35,Low,Clear
2025-02-09,8:15,Ratnapark,50,35,Medium,Fog
2025-02-08,9:15,Lalitpur,955,35,Low,Cloudy
2025-02-09,9:30,Ratnapark,50,35,Medium,Rain
2025-02-08,10:30,Ratnapark,50,35,Low,Rain
2025-02-09,11:00,Bhaktapur,100,35,Low,Clear
2025-02-09,13:30,Maharajgunj,50,35,Medium,Clear
2025-02-10,8:00,Kalanki,298,35,Medium,Clear
2025-02-09,12:30,Koteshwor,50,35,Medium,Cloudy
2025-02-09,14:15,Chabahil,700,35,Medium,Clear
2025-02-09,15:00,Maharajgunj,50,4,Medium,Cloudy
2025-02-10,11:30,Maharajgunj,100,35,Medium,Cloudy
2025-02-10,9:00,Baneshwor,100,32,High,Cloudy
2025-02-10,10:00,Chabahil,185,52,High,Cloudy
2025-02-10,14:45,Chabahil,727,35,Medium,Cloudy
2025-02-10,13:45,Bhaktapur,50,35,Medium,Cloudy
2025-02-10,12:30,Bhaktapur,100,35,Medium,Clear
2025-02-10,15:00,Kalanki,676,53,Medium,Clear
2025-02-11,9:30,Ratnapark,50,35,Medium,Clear
2025-02-11,10:45,Kalanki,306,39,Low,Clear
2025-02-11,11:30,Ratnapark,196,35,Medium,Cloudy
2025-02-11,14:15,Ratnapark,484,35,Medium,Cloudy
2025-02-11,12:45,Lalitpur,100,40,Medium,Clear
2025-02-11,13:15,Baneshwor,581,35,High,Clear
2025-02-11,15:00,Koteshwor,100,35,High,Clear
2025-02-12,8:45,Bhaktapur,100,35,Low,Clear
2025-02-12,11:15,Chabahil,466,35,Medium,Clear
2025-02-12,9:30,Baneshwor,100,35,Medium,Fog
2025-02-12,15:00,Lalitpur,100,35,Medium,Fog
2025-02-12,14:45,Lalitpur,977,29,High,Cloudy
2025-02-13,10:00,Bhaktapur,967,35,High,Cloudy
2025-02-12,12:45,Ratnapark,799,41,Low,Cloudy
2025-02-12,13:00,Baneshwor,50,35,Medium,Clear
2025-02-08,11:45,Maharajgunj,823,35,Low,Rain
2025-02-13,8:00,Chabahil,100,51,High,Clear
2025-02-13,9:00,Kalanki,100,41,Low,Clear
2025-02-13,15:00,Koteshwor,50,35,Medium,Clear
2025-02-13,14:30,Koteshwor,444,35,Medium,Clear
2025-02-13,13:30,Maharajgunj,100,35,Medium,Clear
2025-02-13,12:30,Baneshwor,100,35,Medium,Rain
2025-02-14,8:30,Maharajgunj,471,35,Low,Rain
2025-02-14,9:15,Maharajgunj,123,35,High,Clear
2025-02-14,10:15,Maharajgunj,50,35,High,Fog
2025-02-14,11:45,Baneshwor,100,47,High,Fog
2025-02-14,13:00,Koteshwor,222,35,High,Rain
2025-02-14,14:00,Chabahil,997,35,High,Rain
2025-02-15,8:30,Chabahil,100,35,High,Cloudy
2025-02-14,12:00,Chabahil,100,35,High,Clear
2025-02-15,9:15,Chabahil,328,35,High,Cloudy
2025-02-13,11:00,Maharajgunj,50,27,High,Clear
2025-02-15,10:00,Lalitpur,100,35,Medium,Clear
2025-02-14,15:15,Lalitpur,100,35,Medium,Rain
2025-02-15,11:30,Bhaktapur,100,35,Medium,Clear
2025-02-15,12:00,Baneshwor,50,35,Medium,Clear
2025-02-15,15:15,Baneshwor,659,35,Low,Clear
2025-02-15,13:15,Lalitpur,278,35,Medium,Rain
2025-02-15,14:15,Lalitpur,50,54,Medium,Fog
2025-02-16,14:15,Lalitpur,160,35,High,Fog
2025-02-16,13:30,Ratnapark,50,2,Medium,Rain
2025-02-16,9:30,Ratnapark,681,35,High,Clear
2025-02-16,11:15,Ratnapark,100,35,High,Clear
2025-02-16,8:45,Ratnapark,50,23,High,Fog
2025-02-17,12:45,Ratnapark,100,35,High,Cloudy
2025-02-16,15:30,Ratnapark,50,35,High,Rain
2025-02-17,8:30,Ratnapark,50,35,High,Rain
2025-02-17,9:15,Maharajgunj,713,35,Medium,Rain
2025-02-17,10:00,Kalanki,50,16,Medium,Rain
2025-02-17,11:15,Bhaktapur,796,35,Medium,Rain
2025-02-17,15:00,Ratnapark,50,35,Low,Rain
2025-02-17,13:30,Ratnapark,555,49,Low,Fog
2025-02-17,14:00,Ratnapark,50,35,Low,Fog
2025-02-18,10:00,Koteshwor,100,35,Low,Rain
2025-02-18,8:45,Kalanki,100,35,Low,Cloudy
2025-02-18,9:30,Bhaktapur,100,6,High,Cloudy
2025-02-18,13:15,Baneshwor,100,35,High,Cloudy
2025-02-18,11:45,Ratnapark,582,35,High,Clear
2025-02-18,15:30,Chabahil,668,35,High,Clear
2025-02-18,12:45,Baneshwor,100,35,High,Rain
2025-02-18,14:00,Koteshwor,100,49,Low,Clear
2025-02-19,9:00,Lalitpur,924,49,Low,Rain
2025-02-19,8:00,Ratnapark,50,35,Low,Clear
2025-02-19,10:00,Koteshwor,732,51,Low,Cloudy
2025-02-19,11:30,Ratnapark,50,35,Low,Cloudy
2025-02-19,12:00,Ratnapark,341,56,High,Cloudy
2025-02-19,14:45,Baneshwor,893,60,Medium,Clear
2025-02-19,13:30,Bhaktapur,100,35,High,Rain
2025-02-19,15:00,Maharajgunj,50,50,High,Rain
2025-02-20,9:30,Bhaktapur,50,7,High,Rain
2025-02-20,10:45,Lalitpur,50,35,Medium,Rain
2025-02-20,8:00,Lalitpur,100,35,Low,Rain
2025-02-20,12:15,Lalitpur,50,49,Low,Fog
2025-02-20,13:00,Chabahil,300,35,Low,Cloudy
2025-02-20,14:00,Chabahil,100,35,Low,Fog
2025-02-20,11:30,Baneshwor,286,52,Low,Cloudy
2025-02-20,15:00,Kalanki,100,35,High,Cloudy
2025-02-21,8:00,Kalanki,100,35,Medium,Cloudy
2025-02-21,9:15,Maharajgunj,100,35,Low,Rain
2025-02-21,11:15,Maharajgunj,50,15,Low,Clear
2025-02-21,12:15,Chabahil,101,35,High,Fog
2025-02-21,13:00,Koteshwor,352,35,Medium,Rain
2025-02-21,10:30,Baneshwor,50,35,High,Cloudy
2025-02-21,14:45,Baneshwor,50,35,Medium,Rain
2025-02-16,10:45,Baneshwor,125,35,Medium,Fog
2025-02-21,15:45,Ratnapark,50,35,Low,Fog
2025-02-22,8:15,Ratnapark,50,35,Medium,Cloudy
2025-02-22,9:45,Bhaktapur,50,8,Medium,Rain
2025-02-22,10:15,Chabahil,820,35,High,Fog
2025-02-22,11:00,Kalanki,365,36,High,Clear
2025-02-22,12:30,Chabahil,50,35,High,Clear
2025-02-22,13:30,Ratnapark,50,35,Low,Clear
2025-02-22,15:00,Lalitpur,50,35,High,Fog
2025-02-23,8:45,Koteshwor,567,35,Medium,Fog
2025-02-23,9:00,Bhaktapur,50,35,Medium,Fog
2025-02-23,10:00,Maharajgunj,50,5,Medium,Clear
2025-02-23,11:00,Maharajgunj,100,35,Low,Clear
2025-02-23,12:30,Kalanki,363,35,Low,Clear
2025-02-23,13:30,Maharajgunj,100,23,Medium,Fog
2025-02-23,14:45,Lalitpur,100,35,Low,Rain
2025-02-23,15:30,Chabahil,100,35,High,Cloudy
2025-02-24,8:15,Kalanki,368,35,Medium,Clear
2025-02-24,10:30,Maharajgunj,100,35,Medium,Clear
2025-02-24,11:00,Maharajgunj,50,51,Low,Fog
2025-02-24,12:00,Koteshwor,100,35,Medium,Fog
2025-02-24,13:15,Chabahil,262,35,Medium,Cloudy
2025-02-24,14:00,Lalitpur,100,35,Low,Rain
2025-02-24,15:45,Lalitpur,932,35,Medium,Clear
2025-02-25,8:45,Kalanki,593,13,High,Fog
2025-02-25,10:15,Maharajgunj,972,35,High,Clear
2025-02-25,12:15,Ratnapark,497,35,High,Clear
2025-02-25,9:00,Baneshwor,388,35,High,Cloudy
2025-02-25,13:15,Lalitpur,497,35,Low,Fog
2025-02-25,14:30,Bhaktapur,771,35,Low,Fog
2025-02-25,15:45,Chabahil,318,39,Medium,Fog
2025-02-26,9:45,Koteshwor,769,35,Medium,Rain
2025-02-26,10:45,Lalitpur,327,29,Low,Cloudy
2025-02-26,11:15,Koteshwor,50,16,High,Clear
2025-02-26,12:45,Bhaktapur,100,35,Low,Clear
2025-02-26,13:15,Baneshwor,100,35,Medium,Cloudy
2025-02-26,14:45,Chabahil,100,35,High,Clear
2025-02-26,15:00,Chabahil,100,35,High,Clear
2025-02-27,9:30,Chabahil,317,60,Medium,Fog
2025-02-27,11:45,Kalanki,50,35,Low,Fog
2025-02-27,12:45,Ratnapark,551,35,Low,Fog
2025-02-27,13:00,Lalitpur,50,35,Low,Fog
2025-02-26,8:30,Chabahil,993,35,Low,Fog
2025-02-28,8:15,Baneshwor,561,35,High,Fog
2025-02-28,11:30,Baneshwor,988,49,Low,Fog
2025-02-27,8:30,Baneshwor,781,35,Low,Fog
2025-02-28,12:30,Maharajgunj,910,35,High,Cloudy
2025-02-28,13:30,Chabahil,231,35,Low,Fog
2025-02-28,15:30,Bhaktapur,783,46,Medium,Cloudy
2025-03-01,8:15,Lalitpur,50,35,Medium,Clear
2025-03-01,9:00,Baneshwor,100,35,High,Fog
2025-03-01,10:30,Ratnapark,50,35,Low,Rain
2025-02-27,15:30,Chabahil,100,35,Low,Fog
2025-02-28,10:00,Bhaktapur,50,20,Low,Fog
2025-03-01,11:45,Koteshwor,728,35,Medium,Fog
2025-03-01,13:30,Koteshwor,768,52,Low,Rain
2025-03-01,12:15,Ratnapark,100,35,Medium,Fog
2025-03-01,15:00,Ratnapark,50,35,Medium,Fog
2025-03-01,14:45,Maharajgunj,318,35,High,Rain
2025-03-02,9:15,Bhaktapur,100,35,Medium,Rain
2025-03-02,8:45,Ratnapark,100,5,Medium,Clear
2025-03-02,10:15,Lalitpur,50,35,Medium,Cloudy
2025-03-02,11:00,Maharajgunj,100,11,Low,Cloudy
2025-03-02,12:15,Baneshwor,100,7,Low,Fog
2025-03-02,13:45,Baneshwor,489,32,Low,Cloudy
2025-03-02,15:45,Baneshwor,50,35,High,Clear
2025-03-02,14:30,Lalitpur,472,35,Medium,Clear
2025-03-03,8:30,Koteshwor,100,35,High,Clear
2025-03-03,10:45,Koteshwor,153,36,Low,Cloudy
2025-03-03,11:45,Bhaktapur,344,32,Low,Fog
2025-03-03,9:15,Maharajgunj,50,35,Low,Fog
2025-03-03,12:15,Baneshwor,501,35,Medium,Rain
